word1,word2,similarity
a,about,0.22704459726810455
a,above,0.10363844782114029
a,after,0.24721625447273254
a,again,0.1965736597776413
a,against,0.1512850522994995
a,ain,0.18218538165092468
a,all,0.1459820568561554
a,am,0.3124530017375946
a,an,0.6066023111343384
a,and,0.22919946908950806
a,any,0.36353179812431335
a,are,0.1698113977909088
a,aren,0.13556507229804993
a,aren't,0.06256047636270523
a,as,0.49961933493614197
a,at,0.39567744731903076
a,be,0.5005262494087219
a,because,0.2692863941192627
a,been,0.2377740442752838
a,before,0.18179133534431458
a,being,0.2813725173473358
a,below,0.1090271919965744
a,between,0.1354353427886963
a,both,0.2237408310174942
a,but,0.23679782450199127
a,by,0.3812551498413086
a,can,0.22297918796539307
a,couldn,0.17107121646404266
a,couldn't,0.09393218904733658
a,d,0.26177042722702026
a,did,0.13792096078395844
a,didn,0.17102724313735962
a,didn't,0.11120838671922684
a,do,0.3318912088871002
a,does,0.14652101695537567
a,doesn,0.18998770415782928
a,doesn't,0.09576091170310974
a,doing,0.17740608751773834
a,don,0.21163581311702728
a,don't,0.0964977815747261
a,down,0.18664278090000153
a,during,0.20394012331962585
a,each,0.22992366552352905
a,few,0.39731359481811523
a,for,0.3041096329689026
a,from,0.20038792490959167
a,further,0.11678224056959152
a,had,0.2587984800338745
a,hadn,0.1193501278758049
a,has,0.20601189136505127
a,hasn,0.12308531999588013
a,hasn't,0.0660187378525734
a,have,0.2742249071598053
a,haven,0.13850808143615723
a,haven't,0.04376135766506195
a,having,0.34699875116348267
a,he,0.31530851125717163
a,he's,0.16896621882915497
a,her,0.3355180323123932
a,here,0.1257607787847519
a,hers,0.1282237470149994
a,herself,0.19357596337795258
a,him,0.3130716383457184
a,himself,0.2157677412033081
a,his,0.36089450120925903
a,how,0.224420964717865
a,i,0.24112603068351746
a,i'm,0.20543430745601654
a,if,0.38454318046569824
a,in,0.4615154564380646
a,into,0.2529446482658386
a,is,0.5395490527153015
a,isn,0.3017856180667877
a,isn't,0.1725987046957016
a,it,0.47868412733078003
a,it's,0.1804761290550232
a,its,0.33114567399024963
a,itself,0.18166957795619965
a,just,0.36392682790756226
a,ll,0.27402859926223755
a,m,0.2690812945365906
a,ma,0.24925057590007782
a,me,0.4109155237674713
a,mightn,0.20536674559116364
a,more,0.28158244490623474
a,most,0.24780604243278503
a,mustn,0.0949808657169342
a,my,0.45263513922691345
a,myself,0.1860259473323822
a,needn,0.18917874991893768
a,no,0.48410871624946594
a,nor,0.14422819018363953
a,not,0.296418696641922
a,now,0.12028905004262924
a,o,0.18507613241672516
a,of,0.4086081385612488
a,off,0.2271469235420227
a,on,0.3839345872402191
a,once,0.22362098097801208
a,only,0.38401931524276733
a,or,0.4263117015361786
a,other,0.14205175638198853
a,our,0.2803606390953064
a,ours,0.08963169902563095
a,ourselves,0.10311709344387054
a,out,0.1806500256061554
a,over,0.22949492931365967
a,own,0.2850914001464844
a,re,0.30666983127593994
a,s,0.39706456661224365
a,same,0.2812711298465729
a,shan,0.08328086882829666
a,she,0.18468211591243744
a,she's,0.1460919976234436
a,should,0.16513338685035706
a,shouldn,0.15688438713550568
a,shouldn't,0.11447200179100037
a,so,0.43615028262138367
a,some,0.3957189619541168
a,such,0.33252668380737305
a,t,0.3025064766407013
a,than,0.21948261559009552
a,that,0.3007097542285919
a,the,0.45452380180358887
a,their,0.26478129625320435
a,theirs,0.10739665478467941
a,them,0.20124103128910065
a,themselves,0.07780870050191879
a,then,0.2045319527387619
a,there,0.33005958795547485
a,these,0.10090935230255127
a,they,0.14478051662445068
a,they'll,0.14434561133384705
a,they're,0.0745612233877182
a,they've,0.0785226970911026
a,this,0.3875948190689087
a,those,0.1105678454041481
a,through,0.2263137400150299
a,to,0.42781245708465576
a,too,0.30243659019470215
a,under,0.2689572870731354
a,until,0.17239034175872803
a,up,0.4405214190483093
a,ve,0.2522251009941101
a,very,0.4380439221858978
a,was,0.35277485847473145
a,wasn,0.27798888087272644
a,wasn't,0.1463393270969391
a,we,0.276093065738678
a,we'll,0.15245890617370605
a,we're,0.10934668779373169
a,we've,0.09952167421579361
a,were,0.1259804517030716
a,weren,0.11839798092842102
a,what,0.1674041748046875
a,when,0.24187162518501282
a,where,0.22324101626873016
a,which,0.16293102502822876
a,while,0.2669697701931
a,who,0.1006821021437645
a,whom,0.018844135105609894
a,why,0.1416163444519043
a,will,0.17076599597930908
a,with,0.33509179949760437
a,won,0.18261416256427765
a,won't,0.10863149911165237
a,wouldn,0.21173425018787384
a,wouldn't,0.13682325184345245
a,y,0.21697194874286652
a,you,0.25803297758102417
a,you'd,0.14261090755462646
a,you'll,0.05921556055545807
a,you're,0.13868695497512817
a,you've,0.11695379763841629
a,your,0.32990017533302307
a,yours,0.11116497963666916
a,yourself,0.18695060908794403
a,yourselves,0.10470505058765411
about,above,0.23934179544448853
about,after,0.30661720037460327
about,again,0.19237588346004486
about,against,0.18239374458789825
about,ain,0.22616223990917206
about,all,0.3651253581047058
about,am,0.24933068454265594
about,an,0.12603536248207092
about,and,0.3438259959220886
about,any,0.3425723612308502
about,are,0.26807472109794617
about,aren,0.26829099655151367
about,aren't,0.06308985501527786
about,as,0.18826286494731903
about,at,0.2474464327096939
about,be,0.18572022020816803
about,because,0.4224308431148529
about,been,0.22271472215652466
about,before,0.3856923580169678
about,being,0.3072334825992584
about,below,0.2209520936012268
about,between,0.2541112005710602
about,both,0.17221426963806152
about,but,0.34913966059684753
about,by,0.2316553145647049
about,can,0.2525997757911682
about,couldn,0.23007549345493317
about,couldn't,0.07068391144275665
about,d,0.17485778033733368
about,did,0.270944744348526
about,didn,0.2843661606311798
about,didn't,0.07074800878763199
about,do,0.31023937463760376
about,does,0.23491692543029785
about,doesn,0.24329452216625214
about,doesn't,0.04405411705374718
about,doing,0.40681904554367065
about,don,0.3267187178134918
about,don't,0.10147827863693237
about,down,0.205002099275589
about,during,0.22601890563964844
about,each,0.26109403371810913
about,few,0.293471097946167
about,for,0.39005130529403687
about,from,0.2929054796695709
about,further,0.2874899208545685
about,had,0.28991857171058655
about,hadn,0.24812833964824677
about,has,0.2198173850774765
about,hasn,0.22050411999225616
about,hasn't,0.05994853377342224
about,have,0.2923489511013031
about,haven,0.23037539422512054
about,haven't,0.0785781741142273
about,having,0.39229825139045715
about,he,0.20293377339839935
about,he's,0.11525043100118637
about,her,0.25380635261535645
about,here,0.354674369096756
about,hers,0.15844647586345673
about,herself,0.16044475138187408
about,him,0.2787092328071594
about,himself,0.15683044493198395
about,his,0.2324560284614563
about,how,0.5970197916030884
about,i,0.15693195164203644
about,i'm,0.09703369438648224
about,if,0.3008812963962555
about,in,0.18839247524738312
about,into,0.1743231862783432
about,is,0.2774659991264343
about,isn,0.32297372817993164
about,isn't,0.08892758935689926
about,it,0.25909748673439026
about,it's,0.08998986333608627
about,its,0.26582595705986023
about,itself,0.20686495304107666
about,just,0.43715712428092957
about,ll,0.19773855805397034
about,m,0.2502511143684387
about,ma,0.1013101115822792
about,me,0.2747267484664917
about,mightn,0.17348980903625488
about,more,0.4438430964946747
about,most,0.2562578618526459
about,mustn,0.1410374939441681
about,my,0.21367447078227997
about,myself,0.2775309383869171
about,needn,0.2367851883172989
about,no,0.24433135986328125
about,nor,0.21135738492012024
about,not,0.2912081182003021
about,now,0.3092767000198364
about,o,0.12739576399326324
about,of,0.2665248513221741
about,off,0.20107778906822205
about,on,0.2500528395175934
about,once,0.2469336986541748
about,only,0.3786191940307617
about,or,0.2543233036994934
about,other,0.30061712861061096
about,our,0.2500591278076172
about,ours,0.1497364342212677
about,ourselves,0.23919881880283356
about,out,0.3103315234184265
about,over,0.39258378744125366
about,own,0.2171746790409088
about,re,0.24549543857574463
about,s,0.22306421399116516
about,same,0.3156268000602722
about,shan,0.14858098328113556
about,she,0.24518394470214844
about,she's,0.10219462215900421
about,should,0.25424498319625854
about,shouldn,0.2724776864051819
about,shouldn't,0.03590807318687439
about,so,0.29063236713409424
about,some,0.3706643581390381
about,such,0.22576656937599182
about,t,0.24541331827640533
about,than,0.4247387945652008
about,that,0.4844991862773895
about,the,0.3723653554916382
about,their,0.2809908986091614
about,theirs,0.23702330887317657
about,them,0.31570398807525635
about,themselves,0.22700294852256775
about,then,0.2830323576927185
about,there,0.3299311101436615
about,these,0.26384299993515015
about,they,0.3079574406147003
about,they'll,0.05822775140404701
about,they're,0.11256039887666702
about,they've,0.0760757178068161
about,this,0.38853147625923157
about,those,0.26981061697006226
about,through,0.22980114817619324
about,to,0.24114975333213806
about,too,0.3304019868373871
about,under,0.1762920320034027
about,until,0.31760334968566895
about,up,0.2208012491464615
about,ve,0.209229975938797
about,very,0.2527318000793457
about,was,0.26674267649650574
about,wasn,0.2977554500102997
about,wasn't,0.12331762909889221
about,we,0.2481628656387329
about,we'll,0.08025579899549484
about,we're,0.12616056203842163
about,we've,0.06266357749700546
about,were,0.22599788010120392
about,weren,0.25270360708236694
about,what,0.5761531591415405
about,when,0.4100949764251709
about,where,0.38485971093177795
about,which,0.29645800590515137
about,while,0.36673781275749207
about,who,0.2599002718925476
about,whom,0.22875815629959106
about,why,0.4530145227909088
about,will,0.19093991816043854
about,with,0.35826486349105835
about,won,0.1798793077468872
about,won't,0.021893268451094627
about,wouldn,0.25459548830986023
about,wouldn't,0.066985584795475
about,y,0.11984191834926605
about,you,0.2869221568107605
about,you'd,0.06323131918907166
about,you'll,-0.012782384641468525
about,you're,0.09869419038295746
about,you've,0.0966406986117363
about,your,0.2281513661146164
about,yours,0.15212593972682953
about,yourself,0.2541964650154114
